ID,URL,Title,Difficulty,Acceptance %,Frequency %
2560,https://leetcode.com/problems/house-robber-iv,House Robber IV,Medium,64.8%,100.0%
1695,https://leetcode.com/problems/maximum-erasure-value,Maximum Erasure Value,Medium,64.1%,100.0%
665,https://leetcode.com/problems/non-decreasing-array,Non-decreasing Array,Medium,25.4%,100.0%
658,https://leetcode.com/problems/find-k-closest-elements,Find K Closest Elements,Medium,49.4%,100.0%
