ID,URL,Title,Difficulty,Acceptance %,Frequency %
354,https://leetcode.com/problems/russian-doll-envelopes,Russian Doll Envelopes,Hard,37.6%,100.0%
1568,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island,Minimum Number of Days to Disconnect Island,Hard,58.8%,87.5%
494,https://leetcode.com/problems/target-sum,Target Sum,Medium,51.5%,87.5%
