"ID","Title","URL","Is Premium","Acceptance %","Difficulty","Frequency %"
"135","Candy","/problems/candy","N","40.8%","Hard","8.89676%;"
"379","Design Phone Directory","/problems/design-phone-directory","Y","51.0%","Medium","49.7011%;"
"609","Find Duplicate File in System","/problems/find-duplicate-file-in-system","N","67.8%","Medium","60.8442%;"
"695","Max Area of Island","/problems/max-area-of-island","N","71.7%","Medium","10.5453%;"
"2296","Design a Text Editor","/problems/design-a-text-editor","N","39.9%","Hard","100%;"
