"ID","Title","URL","Is Premium","Acceptance %","Difficulty","Frequency %"
"48","Rotate Image","/problems/rotate-image","N","70.1%","Medium","1.48862%;"
"68","Text Justification","/problems/text-justification","N","36.8%","Hard","11.43%;"
"162","Find Peak Element","/problems/find-peak-element","N","46.2%","Medium","2.22905%;"
"210","Course Schedule II","/problems/course-schedule-ii","N","48.0%","Medium","5.68061%;"
"528","Random Pick with Weight","/problems/random-pick-with-weight","N","46.1%","Medium","29.9121%;"
"1419","Minimum Number of Frogs Croaking","/problems/minimum-number-of-frogs-croaking","N","50.1%","Medium","100%;"
"1472","Design Browser History","/problems/design-browser-history","N","76.1%","Medium","64.9561%;"
