"ID","Title","URL","Is Premium","Acceptance %","Difficulty","Frequency %"
"362","Design Hit Counter","/problems/design-hit-counter","Y","68.4%","Medium","100%;"
"380","Insert Delete GetRandom O(1)","/problems/insert-delete-getrandom-o1","N","52.0%","Medium","50%;"
