"ID","Title","URL","Is Premium","Acceptance %","Difficulty","Frequency %"
"146","LRU Cache","/problems/lru-cache","N","40.5%","Medium","50%;"
"510","Inorder Successor in BST II","/problems/inorder-successor-in-bst-ii","Y","61.1%","Medium","100%;"
