"ID","Title","URL","Is Premium","Acceptance %","Difficulty","Frequency %"
"91","Decode Ways","/problems/decode-ways","N","32.3%","Medium","50%;"
"754","Reach a Number","/problems/reach-a-number","N","42.6%","Medium","100%;"
